StationID,tripduration,latitude, longitude
303,915.1066196,40.72362738,-73.99949601
304,1102.081938,40.70463334,-74.01361706
305,836.6843723,40.76095756,-73.96724467
306,911.5833042,40.70823502,-74.00530063
307,804.5335705,40.71427487,-73.98990025
308,837.4293921,40.71307916,-73.99851193
309,1081.525318,40.7149787,-74.013012
310,1068.685196,40.68926942,-73.98912867
311,966.245224,40.7172274,-73.98802084
312,952.2510954,40.722055,-73.989111
313,912.0068966,40.69610226,-73.96751037
315,1268.71637,40.70355377,-74.00670227
316,916.2961404,40.70955958,-74.00653609
317,834.903414,40.72453734,-73.98185424
319,1052.935061,40.711066,-74.009447
320,757.47808,40.717571,-74.005549
321,1316.274987,40.69991755,-73.98971773
322,1335.466114,40.696192,-73.991218
323,1003.423963,40.69236178,-73.98631746
324,553.7697342,40.689888,-73.981013
325,754.9354754,40.73624527,-73.98473765
326,801.4056009,40.72953837,-73.98426726
327,991.6881328,40.7153379,-74.01658354
328,1023.122699,40.72405549,-74.00965965
329,911.8462332,40.72015227,-74.01036501
330,958.2735812,40.71450451,-74.00562789
331,881.4143322,40.71173107,-73.99193043
332,1143.714368,40.71219906,-73.97948148
334,683.8935015,40.74238787,-73.99726235
335,685.9438007,40.72903917,-73.99404649
336,785.4851962,40.73047747,-73.99906065
337,1016.855615,40.7037992,-74.00838676
339,1100.310976,40.72580614,-73.97422494
340,868.5516667,40.71269042,-73.98776323
341,1012.861557,40.71782143,-73.97628939
342,1782.061043,40.71739973,-73.98016555
343,952.9604366,40.69794,-73.96986848
344,1087.802891,40.6851443,-73.95380904
345,627.0131164,40.73649403,-73.99704374
346,871.0636896,40.73652889,-74.00618026
347,901.9314523,40.728846,-74.008591
348,939.8595849,40.72490985,-74.00154702
349,1161.20318,40.71850211,-73.98329859
350,884.2170151,40.71559509,-73.9870295
351,1156.317878,40.70530954,-74.00612572
352,732.3202614,40.76340613,-73.97722479
353,783.1402715,40.68539567,-73.97431458
354,1554.470588,40.69363137,-73.96223558
355,879.4605533,40.71602118,-73.99974372
356,950.7885738,40.71622644,-73.98261206
357,701.4632217,40.73261787,-73.99158043
358,884.3234651,40.73291553,-74.00711384
359,775.7511594,40.75510267,-73.97498696
360,985.6891081,40.70717936,-74.00887308
361,883.3811765,40.71605866,-73.99190759
362,980.7692005,40.75172632,-73.98753523
363,1065.944158,40.70834698,-74.01713445
364,882.3969466,40.68900443,-73.96023854
365,1510.948242,40.68223166,-73.9614583
366,940.9760045,40.693261,-73.968896
367,872.9439291,40.75828065,-73.97069431
368,830.9551585,40.73038599,-74.00214988
369,882.4729253,40.73224119,-74.00026394
372,1187.04878,40.694528,-73.958089
373,1234.09507,40.69331716,-73.95381995
376,907.3932014,40.70862144,-74.00722156
377,920.6819982,40.72243797,-74.00566443
379,732.7385073,40.749156,-73.9916
380,810.9585193,40.73401143,-74.00293877
382,700.2430042,40.73492695,-73.99200509
383,747.5515494,40.735238,-74.000271
384,1046.091537,40.683048,-73.964915
385,867.185846,40.75797322,-73.96603308
386,1082.535971,40.71494807,-74.00234482
387,1371.834322,40.71273266,-74.0046073
388,824.5349162,40.74971775,-74.00295035
389,1006.914585,40.71044554,-73.96525063
390,945.6983278,40.69221589,-73.9842844
391,899.1070288,40.69760127,-73.99344559
392,1312.947177,40.695065,-73.987167
393,898.4936376,40.72299208,-73.97995466
394,858.2087677,40.72521311,-73.97768752
395,925.8256677,40.68807003,-73.98410637
396,1292.473154,40.68034242,-73.95576894
397,898.264574,40.68415748,-73.96922273
398,1218.486765,40.69165183,-73.9999786
399,849.2969283,40.68851534,-73.9647628
400,892.1689189,40.71926081,-73.98178024
401,926.5926141,40.72019576,-73.98997825
402,733.7066484,40.7403432,-73.98955109
405,1068.332617,40.739323,-74.008119
406,1016.21188,40.69512845,-73.99595065
407,1167.910951,40.700469,-73.991454
408,915.0059563,40.71076228,-73.99400398
409,957.8566929,40.6906495,-73.95643107
410,922.0076985,40.72066442,-73.98517977
411,1040.05192,40.72228087,-73.97668709
412,1082.497506,40.7158155,-73.99422366
414,1361.349823,40.70281858,-73.98765762
415,927.5999308,40.7047177,-74.00926027
416,873.1415929,40.68753406,-73.97265183
417,942.988583,40.71291224,-74.01020234
418,969.5983402,40.70224,-73.982578
419,717.6703297,40.69580705,-73.97355569
420,807.4618834,40.68764484,-73.96968902
421,1490.273567,40.69573398,-73.97129668
422,1032.68882,40.770513,-73.988038
423,937.6073475,40.76584941,-73.98690506
426,1153.000852,40.71754834,-74.01322069
427,1307.585469,40.701907,-74.013942
428,974.5635314,40.72467721,-73.98783413
430,1077.255597,40.7014851,-73.98656928
432,772.4099678,40.72621788,-73.98379855
433,842.1777119,40.72955361,-73.98057249
434,763.83867,40.74317449,-74.00366443
435,677.378042,40.74173969,-73.99415556
436,1287.38674,40.68216564,-73.95399026
437,817.4612676,40.68098339,-73.95004798
438,810.6719827,40.72779126,-73.98564945
440,849.9641026,40.75255434,-73.97282625
441,889.0520446,40.756014,-73.967416
442,781.1461219,40.746647,-73.993915
443,1187.616,40.70853074,-73.96408963
444,792.4752536,40.7423543,-73.98915076
445,861.9826632,40.72740794,-73.98142006
446,706.1911812,40.74487634,-73.99529885
447,913.9362766,40.76370739,-73.9851615
448,790.9642857,40.75660359,-73.9979009
449,843.9603854,40.76461837,-73.98789473
450,791.9224734,40.76227205,-73.98788205
453,694.850208,40.74475148,-73.99915362
454,1027.924838,40.75455731,-73.96592976
455,959.9710843,40.75001986,-73.96905301
456,862.366171,40.7597108,-73.97402311
457,1103.751636,40.76695317,-73.98169333
458,925.6324786,40.751396,-74.005226
459,912.7306731,40.746745,-74.007756
460,912.8489261,40.71285887,-73.96590294
461,753.0072331,40.73587678,-73.98205027
462,838.4365357,40.74691959,-74.00451887
465,824.9783427,40.75513557,-73.98658032
466,702.3966132,40.74395411,-73.99144871
467,973.4304138,40.68312489,-73.97895137
468,864.1799255,40.7652654,-73.98192338
469,953.2901143,40.76344058,-73.98268129
470,800.0924817,40.74345335,-74.00004031
471,986.3449259,40.71286844,-73.95698119
472,714.5931889,40.7457121,-73.98194829
473,903.9374619,40.72110063,-73.9919254
474,748.1574416,40.7451677,-73.98683077
475,674.936758,40.73524276,-73.98758561
476,719.0640163,40.74394314,-73.97966069
477,779.4792538,40.75640548,-73.9900262
478,874.571063,40.76030096,-73.99884222
479,837.5282278,40.76019252,-73.9912551
480,836.7034328,40.76669671,-73.99061728
481,1091.855691,40.71260486,-73.96264403
482,647.9515571,40.73935542,-73.99931783
483,714.8670484,40.73223272,-73.98889957
484,833.1459082,40.75500254,-73.98014437
485,802.3195043,40.75038009,-73.98338988
486,819.1734977,40.7462009,-73.98855723
487,996.6271429,40.73314259,-73.97573881
488,840.8447205,40.75645824,-73.99372222
490,791.7729977,40.751551,-73.993934
491,654.3232487,40.74096374,-73.98602213
492,702.384072,40.75019995,-73.99093085
493,913.3297443,40.7568001,-73.98291153
494,824.4482989,40.74734825,-73.99723551
495,811.9301193,40.76269882,-73.99301222
496,746.5269787,40.73726186,-73.99238967
497,759.5931281,40.73704984,-73.99009296
498,744.1935424,40.74854862,-73.98808416
499,1256.514541,40.76915505,-73.98191841
500,924.3587697,40.76228826,-73.98336183
501,1013.857429,40.744219,-73.97121214
502,763.4307021,40.714215,-73.981346
503,706.0942162,40.73827428,-73.98751968
504,575.7894737,40.73221853,-73.98165557
505,794.047942,40.74901271,-73.98848395
507,788.8730982,40.73912601,-73.97973776
508,1061.65651,40.76341379,-73.99667444
509,697.9936832,40.7454973,-74.00197139
511,932.9898649,40.72938685,-73.97772429
513,819.032352,40.768254,-73.988639
514,1284.207823,40.76087502,-74.00277668
515,814.8589104,40.76009437,-73.99461843
516,984.7654723,40.75206862,-73.96784384
517,757.0709335,40.751581,-73.97791
518,926.8082494,40.74780373,-73.9734419
519,843.8786309,40.751873,-73.977706
520,903.0976815,40.75992262,-73.97648516
522,894.4434889,40.75714758,-73.97207836
523,871.7929095,40.75466591,-73.99138152
524,894.0021858,40.75527307,-73.98316936
525,1125.954936,40.75594159,-74.0021163
526,800.9059477,40.74765947,-73.98490707
527,799.4377425,40.744023,-73.976056
528,928.3924292,40.74290902,-73.97706058
529,868.8589157,40.7575699,-73.99098507
530,1193.608111,40.771522,-73.990541
531,826.1580566,40.71893904,-73.99266288
532,1298.316306,40.710451,-73.960876
533,884.1108941,40.75299641,-73.98721619
534,995.3623248,40.70255065,-74.0127234
536,751.2750538,40.74144387,-73.97536082
537,687.9781041,40.74025878,-73.98409214
539,928.6756227,40.71534825,-73.96024116
540,738.7706879,40.74311555,-73.98215353
545,889.5976864,40.736502,-73.97809472
546,742.0181818,40.74444921,-73.98303529
2000,1142.542623,40.70255088,-73.98940236
2001,877.5938303,40.699773,-73.979927
2002,774.8124239,40.716887,-73.963198
2003,691.1955556,40.73381219,-73.98054421
2004,944.9951303,40.724399,-74.004704
2005,1428.45679,40.70531194,-73.97100056
2006,1504.732141,40.76590936,-73.97634151
2008,1208.957556,40.70569254,-74.01677685
2009,1136.591369,40.71117444,-73.99682619
2010,919.51213,40.72165481,-74.00234737
2012,799.6297262,40.739445,-73.976806
2017,934.0071942,40.75022392,-73.97121414
2021,908.1073019,40.75929124,-73.98859651
2022,1106.488038,40.759107,-73.959223
2023,922.0971086,40.75968085,-73.97031366
3002,1121.050485,40.711512,-74.015756
3016,947.7273166,40.72036775,-73.96165073
3017,19042.33333,40.751483,-73.996764
3036,130.1666667,40.68486875,-74.02544975
3040,178,40.646678,-74.016263
3041,1763.005935,40.67890679,-73.94142771
3042,2465.593625,40.6794268,-73.9298911
3043,1339.8223,40.6814598,-73.934903
3044,1246.906593,40.6800105,-73.938475
3046,1067.530702,40.682601,-73.938037
3047,935.3834423,40.6823687,-73.944118
3048,1151.180055,40.68402,-73.94977
3049,1275.045455,40.68488,-73.96304
3050,785.704388,40.6851532,-73.94111
3052,1092.609938,40.686312,-73.935775
3053,889.6038339,40.6900815,-73.947915
3054,1332.100515,40.6894932,-73.942061
3055,1480.484663,40.6883337,-73.950916
3056,968.0709534,40.69072549,-73.95133465
3057,1023.730769,40.69128258,-73.9452416
3058,1430.646789,40.69237074,-73.93705428
3059,768.3423729,40.6933982,-73.939877
3060,877.9330254,40.69425403,-73.94626915
3061,3860.32852,40.69622937,-73.94371094
3062,763.5752033,40.69539817,-73.94954908
3063,824.7979003,40.69527008,-73.95238108
3064,1513.69848,40.69681963,-73.93756926
3065,846.6395062,40.70029511,-73.95032283
3066,978.9662379,40.69957608,-73.94708417
3067,895.2019386,40.7016657,-73.9437303
3068,1471.452005,40.7031724,-73.940636
3069,4377.65,40.70411791,-73.94818595
3070,810.690583,40.70510918,-73.94407279
3071,821.4863388,40.70538077,-73.94976519
3072,995.4534413,40.70583339,-73.94644578
3073,1066.330606,40.70691254,-73.95441667
3074,1068.440576,40.70767788,-73.94016171
3075,1386.04918,40.70708701,-73.95796783
3076,1071.950139,40.70870368,-73.9448625
3077,815.4863281,40.70877084,-73.95095259
3078,708.4073811,40.70925562,-73.95982218
3079,967.7467597,40.71103537,-73.94714303
3080,1424.718293,40.70934,-73.95608
3081,1174.828885,40.711863,-73.944024
3082,845.7577399,40.71167351,-73.95141312
3083,1022.15759,40.71247661,-73.94100005
3084,777.1684717,40.71348658,-73.94792458
3085,893.1826452,40.71469,-73.95739
3086,701.1321807,40.715143,-73.944507
3087,651.1293413,40.71413311,-73.95234386
3088,2085.462604,40.7160751,-73.952029
3089,781.2903226,40.7173184,-73.94820213
3090,631.3974398,40.71774592,-73.95600096
3091,912.7900356,40.71764,-73.94882
3092,845.6034998,40.7190095,-73.95852515
3093,623.1362398,40.71745169,-73.95850939
3094,832.5474453,40.7169811,-73.94485918
3095,569.7996485,40.71929301,-73.94500379
3096,813.8382353,40.71924,-73.95242
3098,846.8160377,40.71928,-73.94861
3099,736.7100592,40.7215224,-73.94898266
3100,716.3330585,40.72481256,-73.94752622
3101,713.3078101,40.72079821,-73.95484712
3102,692.2685285,40.72179134,-73.9504154
3103,930.9102862,40.72153267,-73.95782357
3105,731.4123314,40.724055,-73.955736
3106,836.8906498,40.72325,-73.94308
3107,761.7839,40.72311651,-73.95212324
3108,710.7708683,40.72557,-73.94434
3109,557.3896435,40.72606,-73.95621
3110,635.0309735,40.72708584,-73.95299117
3111,727.3409962,40.7258483,-73.95064893
3112,807.2643636,40.72906,-73.95779
3113,765.7812693,40.73026,-73.95394
3114,1070.679359,40.73165141,-73.96161892
3115,1006.247245,40.73232194,-73.9550858
3116,910.3986811,40.73266,-73.95826
3117,1248.973881,40.73564,-73.95866
3118,1109.584007,40.73555,-73.95284
3119,742.2206061,40.74232744,-73.95411749
3120,1231.128467,40.74161,-73.96044
3121,1103.142395,40.74524768,-73.94733276
3122,872.1201044,40.74436329,-73.95587325
3123,1561.304965,40.74469738,-73.93540375
3124,715.7619048,40.74731,-73.95451
3125,776.1425598,40.74708586,-73.94977234
3126,957.8051708,40.74718234,-73.9432635
3127,964.5,40.74966,-73.9521
3128,1331.327434,40.75052534,-73.94594845
3129,1297.01792,40.75110165,-73.94073717
3131,887.1760243,40.7671284,-73.96224618
3132,907.0217484,40.76350532,-73.97109243
3134,887.7824773,40.76312584,-73.96526895
3135,913.7252044,40.77112927,-73.95772297
3137,1388.989072,40.77282817,-73.96685276
3138,2297,40.77440546,-73.96175265
3139,1039.990566,40.77118288,-73.96409422
3140,915.5271949,40.77140426,-73.9535166
3141,863.1677736,40.76500525,-73.95818491
3142,919.4682755,40.7612274,-73.96094022
3143,1476.906695,40.77682863,-73.96388769
3144,1156.568548,40.77677702,-73.9590097
3145,1197.159609,40.77862688,-73.95772073
3146,962.3609959,40.77573034,-73.9567526
3147,752.5218412,40.77801203,-73.95407149
3148,931.0859873,40.77565541,-73.95068615
3150,859.3976401,40.77536905,-73.94803392
3151,884.5359011,40.7728384,-73.94989233
3152,1019.106585,40.76873687,-73.96119945
3153,972.4412145,40.76817547,-73.95910263
3155,826.0117951,40.76440023,-73.96648977
3156,916.6420339,40.76663814,-73.95348296
3157,1497.42127,40.77518615,-73.94446054
3158,928.7911765,40.77163851,-73.98261428
3159,817.5903782,40.77492513,-73.98266566
3160,1369.221281,40.77896784,-73.97374737
3161,1020.040034,40.78018397,-73.97728533
3162,1231.937526,40.78339981,-73.98093133
3163,1334.086915,40.7734066,-73.97782542
3164,913.7176439,40.7770575,-73.97898475
3165,1379.945182,40.77579377,-73.97620574
3166,1434.811453,40.78057799,-73.98562431
3167,879.974985,40.77966809,-73.98093045
3168,1410.071248,40.78472675,-73.96961715
3169,1496.565833,40.78720869,-73.98128127
3170,1009.315574,40.78499979,-73.97283406
3171,949.1646546,40.78524672,-73.97667321
3172,945.9216167,40.7785669,-73.97754961
3173,1205.778763,40.77750703,-73.98888588
3175,976.5159011,40.77748046,-73.98288594
3176,854.0055296,40.77452835,-73.98753759
3177,1168.917264,40.7867947,-73.977112
3178,1592.604177,40.78414472,-73.98362492
3179,885.4423077,40.698617,-73.941342
3180,1638.069466,40.69878,-73.99712
3182,1970.99786,40.686931,-74.016966
3184,1324,40.7141454,-74.0335519
3199,5689,40.7287448,-74.0321082
3213,2220,40.71848892,-74.04772663
3219,1086.082873,40.729193,-73.976655
3221,1058.608924,40.743,-73.93561
3222,723.3129921,40.6851596,-73.97711366
3223,955.6432452,40.75899656,-73.96865398
3224,794.0444781,40.73997354,-74.00513873
3225,2569,40.7236589,-74.0641943
3226,1301.918047,40.78275,-73.97137
3230,828.9972851,40.7512836,-73.99692446
3231,995.1142857,40.7678008,-73.96592081
3232,893.6318972,40.68962189,-73.98304269
3233,816.0474903,40.75724568,-73.97805914
3235,745.8872473,40.75216528,-73.97992194
3236,912.3922851,40.75898481,-73.99379969
3237,1701.133787,40.75383343,-73.94267678
3238,956.539233,40.7739139,-73.95439535
3240,37065.8,0,0
3241,776.9862779,40.686203,-73.944694
3242,959.9546183,40.69102926,-73.99183363
3243,988.293722,40.75892386,-73.96226227
3244,692.9483595,40.73143724,-73.99490342
3245,197.3684211,40.6466779,-74.01630342
3246,906.0763984,40.69428114,-73.99230033
3249,1192.256614,40.68035608,-73.9476791
3250,195736.623,40.71690978,-73.98383796
3254,2412.029468,40.69231661,-74.01486576
3255,815.0369384,40.75058535,-73.99468482
3256,1176.579261,40.72771408,-74.01129574
3258,676.8907157,40.75018156,-74.00218427
3259,868.1381323,40.74937024,-73.99923384
3260,762.0954693,40.72706363,-73.99662137
3263,720.6347786,40.7292365,-73.99086803
3264,958.0331295,40.76421007,-73.96910459
3265,836.0392701,40.72456343,-73.98944378
3267,1845,40.71241882,-74.03852552
3276,2707,40.7148245,-74.04298067
3282,1599.782637,40.78307,-73.95939
3283,1071.802676,40.7882213,-73.97041561
3284,1231.429637,40.7814107,-73.95595908
3285,1028.874317,40.78839,-73.9747
3286,1108.301057,40.7806284,-73.9521667
3287,1400.014686,40.790261,-73.977131
3288,941.7021978,40.778301,-73.9488134
3289,1271.498343,40.79017948,-73.97288918
3290,932.5432191,40.7779453,-73.946041
3291,1845.40733,40.7933718,-73.97685115
3292,1516.597166,40.7857851,-73.957481
3293,1053.006342,40.7921,-73.9739
3294,1128.475562,40.7835016,-73.955327
3295,1363.192107,40.79127,-73.964839
3297,1260.149909,40.6686627,-73.97988067
3298,990.3410454,40.686371,-73.99383324
3300,1341.995086,40.66514682,-73.97637606
3301,1028.712088,40.7919557,-73.968087
3302,1243.8,40.7969347,-73.96434123
3303,917.8275862,40.6849894,-73.99440329
3304,758.2705628,40.668127,-73.98377641
3305,1124.48931,40.7811223,-73.94965589
3306,1084.362637,40.6662078,-73.98199886
3307,1568.863415,40.7941654,-73.974124
3308,964.7854785,40.6861758,-73.99645295
3309,889.470696,40.7859201,-73.94860294
3310,1320.72547,40.663779,-73.98396846
3311,1408.327703,40.68763155,-74.0016256
3312,994.0731118,40.7817212,-73.94594
3313,1194.520629,40.6663181,-73.9854617
3314,1066.023849,40.7937704,-73.971888
3315,875.6604988,40.6847514,-73.99917254
3316,1114.400685,40.7989937,-73.96621738
3317,1219.185921,40.6686273,-73.98700053
3319,1233.327731,40.666287,-73.98895053
3320,1524.897233,40.793393,-73.9635556
3321,864.8256468,40.6831164,-73.99785267
3322,1437.542146,40.668603,-73.9904394
3323,1355.839675,40.7981856,-73.9605909
3324,1440.177285,40.6685455,-73.99333264
3325,970.1131148,40.7849032,-73.950503
3326,1125.441667,40.67434,-74.00194698
3327,925.7982196,40.7877214,-73.94728331
3328,993.2845361,40.795,-73.9645
3329,1021.102484,40.6829151,-73.99318208
3330,1220.470297,40.6725058,-74.00494695
3331,1759.17834,40.8013434,-73.97114574
3332,1523.333333,40.68199044,-73.99079025
3333,3261.046667,40.6747055,-74.0075572
3335,988.1676253,40.6772744,-73.98282002
3336,1096.88597,40.787801,-73.953559
3338,1089.571429,40.7862586,-73.94552579
3339,1039.989233,40.6765304,-73.97846879
3340,1429.962121,40.6753274,-74.0100698
3341,1412.871661,40.795346,-73.96186
3342,2582.255208,40.6777748,-74.0094613
3343,1184.42619,40.7997568,-73.96211287
3344,1994.579462,40.679043,-74.011169
3345,1015.756699,40.78948542,-73.95242929
3347,1266.567531,40.6773429,-74.01275056
3348,1239.890323,40.677236,-74.015665
3349,1437.735171,40.6729679,-73.97087984
3350,1341.690111,40.7973721,-73.97041192
3351,1074.491228,40.7869946,-73.94164802
3353,1294.85534,40.6747844,-74.01612847
3354,1558.493613,40.668132,-73.97363831
3355,1093.209469,40.76800889,-73.96845281
3356,854.4597938,40.7746671,-73.98470567
3357,1350.89697,40.8008363,-73.96644925
3358,960.5498008,40.6711978,-73.97484126
3359,1270.881857,40.7691572,-73.96703464
3360,974.0600601,40.7829391,-73.9786517
3361,893.8415698,40.6740886,-73.9787282
3362,1183.472222,40.7781314,-73.96069399
3363,967.5864023,40.7904828,-73.95033068
3364,920.8536372,40.6751622,-73.9814832
3365,927.559375,40.6703837,-73.97839676
3366,1316.00221,40.8021174,-73.96818053
3367,1276.658323,40.7922553,-73.95249933
3368,902.7822271,40.6728155,-73.98352355
3370,929.2639296,40.7727966,-73.95577801
3372,845.2787194,40.7689738,-73.95482273
3373,954.2535771,40.6750705,-73.98775226
3374,1539.154506,40.799484,-73.955613
3375,796.2424242,40.7699426,-73.96060712
3376,1220.777778,40.76471852,-73.9622207
3377,1040.445333,40.6786115,-73.99037292
3378,1075.511566,40.773763,-73.96222088
3379,1015.982955,40.7903051,-73.94755757
3381,1451.189873,40.6777287,-73.99364123
3382,1032.988423,40.680611,-73.99475825
3383,1458.208964,40.804213,-73.96699104
3384,861.5132275,40.6787242,-73.99599099
3386,1034.905336,40.6809591,-73.99905709
3387,2119.054404,40.7934337,-73.94945003
3388,1380.067961,40.6828003,-73.99990419
3389,968.2403382,40.6830456,-74.00348559
3390,2454.923349,40.79329668,-73.9432083
3391,1069.466786,40.7892529,-73.93956237
3392,1426.587583,40.6812117,-74.00860912
3393,966.86,40.6794327,-74.00785041
3394,3804.584746,40.6769993,-74.00647134
3395,1645.389937,40.6763744,-74.00324957
3396,1219.061249,40.6783563,-74.00014502
3397,1344.203608,40.6763947,-73.99869893
3398,954.3723724,40.6746957,-73.99785768
3399,1053.267857,40.67260298,-73.98983002
3400,1407.179586,40.7961535,-73.94782145
3401,956.8087167,40.6724811,-73.99331394
3402,923.6296296,40.6902375,-73.99203074
3403,985.5950521,40.6705135,-73.98876585
3404,1012.423927,40.6704922,-73.98541675
3405,1318.811567,40.6704836,-73.98208968
3408,999.6211632,40.6881529,-73.99520919
3409,1001.853437,40.6867443,-73.99063168
3410,1113.077537,40.6864442,-73.98759104
3411,918.5260347,40.6849668,-73.98620772
3412,921.7828571,40.6853761,-73.98302136
3413,1267.516327,40.6827549,-73.98258555
3414,1136.460993,40.68094472,-73.97567332
3415,1029.232303,40.6793307,-73.97519523
3416,1124.108707,40.6776147,-73.97324283
3417,1037.205773,40.6795766,-73.97854971
3418,1249.338526,40.6750207,-73.97111473
3419,985.1651376,40.6792788,-73.98154004
3420,872.7418033,40.6802133,-73.98432695
3421,797.9289216,40.6843549,-73.98901629
3422,1086.79249,40.6859296,-74.00242364
3423,1521.463748,40.66106337,-73.97945255
3424,1162.907317,40.791976,-73.945993
3425,1228.742947,40.7892105,-73.94370784
3427,870.608258,40.72430527,-73.99600983
3428,834.6392528,40.740983,-74.001702
3429,834.779401,40.68506807,-73.9779076
3430,601.9546314,40.71907891,-73.9422369
3431,826.3169014,40.746524,-73.977885
3432,1461.127273,40.662987,-73.976918
3434,577.6666667,40.79025417,-73.9771834
3435,748.7222222,40.718822,-73.99596
3436,547.1,40.721319,-74.010065
