OBJECTID,StationID,tripduration,latitude,longitude
43,274,811.561522800000030,40.686918650000003,-73.976681999999997
44,275,802.973602499999970,40.686500649999999,-73.965633069999996
45,276,843.197442600000040,40.717487519999999,-74.010455399999998
46,281,1334.031619000000100,40.764397099999996,-73.973714650000005
47,284,691.871128399999980,40.739016909999997,-74.002637609999994
48,285,706.236102400000050,40.734545670000003,-73.990741420000006
49,295,885.380856200000040,40.714066670000001,-73.992939109999995
50,297,750.251734400000030,40.734231999999999,-73.986923000000004
51,298,840.018978100000030,40.686832080000002,-73.979677199999998
52,303,915.106619600000040,40.723627380000003,-73.999496010000001
53,304,1102.081938000000000,40.704633340000001,-74.013617060000001
54,305,836.684372299999950,40.760957560000001,-73.967244669999999
55,306,911.583304200000040,40.708235019999996,-74.005300629999994
56,307,804.533570500000000,40.714274869999997,-73.989900250000005
57,309,1081.525318000000000,40.714978700000003,-74.013012000000003
58,310,1068.685195999999900,40.689269420000002,-73.989128669999999
59,311,966.245224000000010,40.717227399999999,-73.988020840000004
60,312,952.251095400000050,40.722054999999997,-73.989110999999994
61,316,916.296140400000010,40.709559579999997,-74.006536089999997
62,319,1052.935060999999900,40.711066000000002,-74.009446999999994
63,320,757.478079999999980,40.717571000000000,-74.005549000000002
64,321,1316.274987000000000,40.699917550000002,-73.989717729999995
65,322,1335.466114000000100,40.696192000000003,-73.991218000000003
66,323,1003.423963000000000,40.692361779999999,-73.986317459999995
67,324,553.769734200000020,40.689888000000003,-73.981013000000004
68,326,801.405600899999970,40.729538370000000,-73.984267259999996
69,328,1023.122699000000000,40.724055489999998,-74.009659650000003
70,329,911.846233200000030,40.720152270000000,-74.010365010000001
71,330,958.273581199999970,40.714504509999998,-74.005627890000000
72,331,881.414332199999990,40.711731069999999,-73.991930429999996
73,334,683.893501499999960,40.742387870000002,-73.997262350000000
74,335,685.943800700000000,40.729039170000000,-73.994046490000002
75,336,785.485196200000020,40.730477469999997,-73.999060650000004
76,337,1016.855614999999900,40.703799199999999,-74.008386759999993
77,340,868.551666700000060,40.712690420000001,-73.987763229999999
78,345,627.013116399999940,40.736494030000003,-73.997043739999995
79,347,901.931452300000050,40.728845999999997,-74.008590999999996
80,348,939.859584899999960,40.724909850000003,-74.001547020000004
81,350,884.217015100000030,40.715595090000001,-73.987029500000006
82,351,1156.317878000000100,40.705309540000002,-74.006125720000000
83,352,732.320261400000050,40.763406130000000,-73.977224789999994
84,353,783.140271500000040,40.685395669999998,-73.974314579999998
85,355,879.460553300000020,40.716021179999998,-73.999743719999998
86,357,701.463221699999960,40.732617869999999,-73.991580429999999
87,359,775.751159400000010,40.755102669999999,-73.974986959999995
88,360,985.689108100000000,40.707179359999998,-74.008873080000001
89,361,883.381176500000040,40.716058660000002,-73.991907589999997
90,362,980.769200500000010,40.751726320000003,-73.987535230000006
91,363,1065.944158000000000,40.708346980000002,-74.017134450000000
92,364,882.396946599999980,40.689004429999997,-73.960238540000006
93,365,1510.948241999999900,40.682231659999999,-73.961458300000004
94,367,872.943929099999990,40.758280650000003,-73.970694309999999
95,368,830.955158500000040,40.730385990000002,-74.002149880000005
96,369,882.472925300000040,40.732241190000003,-74.000263939999996
97,376,907.393201399999950,40.708621440000002,-74.007221560000005
98,377,920.681998199999950,40.722437970000001,-74.005664429999996
99,379,732.738507300000040,40.749155999999999,-73.991600000000005
100,380,810.958519300000030,40.734011430000002,-74.002938770000000
101,382,700.243004199999970,40.734926950000002,-73.992005090000006
102,383,747.551549400000000,40.735238000000003,-74.000270999999998
103,384,1046.091537000000000,40.683047999999999,-73.964915000000005
104,385,867.185845999999970,40.757973219999997,-73.966033080000003
105,386,1082.535971000000000,40.714948069999998,-74.002344820000005
106,387,1371.834321999999900,40.712732660000000,-74.004607300000004
107,390,945.698327800000020,40.692215890000000,-73.984284400000007
108,391,899.107028799999970,40.697601270000000,-73.993445589999993
109,392,1312.947177000000000,40.695065000000000,-73.987166999999999
110,395,925.825667700000050,40.688070029999999,-73.984106370000006
111,396,1292.473154000000000,40.680342420000002,-73.955768939999999
112,397,898.264574000000040,40.684157480000003,-73.969222729999998
113,399,849.296928299999990,40.688515340000002,-73.964762800000003
114,401,926.592614099999990,40.720195760000003,-73.989978249999993
115,402,733.706648399999950,40.740343199999998,-73.989551090000006
116,406,1016.211880000000000,40.695128449999999,-73.995950649999997
117,407,1167.910951000000100,40.700468999999998,-73.991454000000004
118,409,957.856692899999980,40.690649499999999,-73.956431069999994
119,410,922.007698499999950,40.720664419999999,-73.985179770000002
120,412,1082.497505999999900,40.715815499999998,-73.994223660000003
121,414,1361.349823000000000,40.702818579999999,-73.987657619999993
122,415,927.599930800000040,40.704717700000003,-74.009260269999999
123,416,873.141592899999980,40.687534059999997,-73.972651830000004
124,417,942.988582999999950,40.712912240000001,-74.010202340000006
125,420,807.461883400000030,40.687644839999997,-73.969689020000004
126,427,1307.585469000000100,40.701906999999999,-74.013942000000000
127,428,974.563531399999990,40.724677210000003,-73.987834129999996
128,430,1077.255597000000100,40.701485099999999,-73.986569279999998
129,433,842.177711899999960,40.729553610000004,-73.980572490000000
130,434,763.838669999999980,40.743174490000001,-74.003664430000001
131,435,677.378042000000050,40.741739690000003,-73.994155559999996
132,436,1287.386739999999900,40.682165640000001,-73.953990259999998
133,437,817.461267600000040,40.680983390000002,-73.950047979999994
134,440,849.964102600000050,40.752554340000003,-73.972826249999997
135,441,889.052044600000040,40.756014000000000,-73.967416000000000
136,442,781.146121900000030,40.746647000000003,-73.993915000000001
137,444,792.475253599999970,40.742354300000002,-73.989150760000001
138,446,706.191181199999960,40.744876339999998,-73.995298849999998
139,447,913.936276600000040,40.763707390000000,-73.985161500000004
140,449,843.960385399999950,40.764618370000001,-73.987894729999994
141,450,791.922473399999940,40.762272050000000,-73.987882049999996
142,453,694.850207999999950,40.744751479999998,-73.999153620000001
143,456,862.366171000000010,40.759710800000001,-73.974023110000005
144,457,1103.751636000000000,40.766953170000001,-73.981693329999999
145,465,824.978342699999980,40.755135570000000,-73.986580320000002
146,466,702.396613200000050,40.743954109999997,-73.991448710000000
147,467,973.430413800000000,40.683124890000002,-73.978951370000004
148,468,864.179925499999970,40.765265399999997,-73.981923379999998
149,469,953.290114300000030,40.763440580000001,-73.982681290000002
150,470,800.092481700000010,40.743453350000003,-74.000040310000003
151,472,714.593188899999970,40.745712099999999,-73.981948290000005
152,473,903.937461900000020,40.721100630000002,-73.991925400000000
153,474,748.157441599999970,40.745167700000003,-73.986830769999997
154,475,674.936758000000050,40.735242759999998,-73.987585609999996
155,476,719.064016300000050,40.743943139999999,-73.979660690000003
156,477,779.479253800000040,40.756405479999998,-73.990026200000003
157,479,837.528227799999970,40.760192519999997,-73.991255100000004
158,482,647.951557099999950,40.739355420000003,-73.999317829999995
159,483,714.867048400000040,40.732232719999999,-73.988899570000001
160,484,833.145908200000010,40.755002540000000,-73.980144370000005
161,485,802.319504299999950,40.750380090000000,-73.983389880000004
162,486,819.173497699999980,40.746200899999998,-73.988557229999998
163,488,840.844720499999990,40.756458240000001,-73.993722219999995
164,490,791.772997700000020,40.751550999999999,-73.993933999999996
165,491,654.323248700000020,40.740963739999998,-73.986022129999995
166,492,702.384071999999950,40.750199950000003,-73.990930849999998
167,493,913.329744300000020,40.756800100000000,-73.982911529999996
168,494,824.448298900000050,40.747348250000002,-73.997235509999996
169,496,746.526978699999970,40.737261859999997,-73.992389669999994
170,497,759.593128099999940,40.737049839999997,-73.990092959999998
171,498,744.193542399999960,40.748548620000001,-73.988084160000000
172,499,1256.514541000000000,40.769155050000002,-73.981918410000006
173,500,924.358769700000040,40.762288259999998,-73.983361830000007
174,503,706.094216200000010,40.738274279999999,-73.987519680000005
175,504,575.789473700000030,40.732218529999997,-73.981655570000001
176,505,794.047942000000030,40.749012710000002,-73.988483950000003
177,509,697.993683199999960,40.745497299999997,-74.001971389999994
178,517,757.070933500000020,40.751581000000002,-73.977909999999994
179,519,843.878630899999960,40.751873000000003,-73.977705999999998
180,520,903.097681500000020,40.759922619999998,-73.976485159999996
181,522,894.443488900000030,40.757147580000002,-73.972078359999998
182,523,871.792909499999950,40.754665910000000,-73.991381520000004
183,524,894.002185800000010,40.755273070000001,-73.983169360000005
184,526,800.905947699999960,40.747659470000002,-73.984907070000006
185,529,868.858915700000010,40.757569900000000,-73.990985069999994
186,531,826.158056600000010,40.718939040000002,-73.992662879999997
187,532,1298.316305999999900,40.710450999999999,-73.960875999999999
188,533,884.110894100000000,40.752996410000002,-73.987216189999998
189,534,995.362324800000010,40.702550649999999,-74.012723399999999
190,537,687.978104100000000,40.740258779999998,-73.984092140000001
191,540,738.770687899999980,40.743115549999999,-73.982153530000005
192,546,742.018181799999980,40.744449209999999,-73.983035290000004
193,2000,1142.542623000000000,40.702550879999997,-73.989402360000000
194,2003,691.195555600000030,40.733812190000002,-73.980544210000005
195,2004,944.995130300000030,40.724398999999998,-74.004704000000004
196,2006,1504.732141000000000,40.765909360000002,-73.976341509999997
197,2008,1208.957556000000100,40.705692540000001,-74.016776849999999
198,2010,919.512129999999960,40.721654809999997,-74.002347369999995
199,2021,908.107301900000040,40.759291240000003,-73.988596509999994
200,2023,922.097108599999960,40.759680850000002,-73.970313660000002
201,3017,19042.333330000001000,40.751483000000000,-73.996763999999999
202,3040,178.000000000000000,40.646678000000001,-74.016262999999995
203,3041,1763.005934999999900,40.678906789999999,-73.941427709999999
204,3042,2465.593625000000000,40.679426800000002,-73.929891100000006
205,3043,1339.822300000000000,40.681459799999999,-73.934903000000006
206,3044,1246.906592999999900,40.680010500000002,-73.938474999999997
207,3049,1275.045454999999900,40.684880000000000,-73.963040000000007
208,3053,889.603833900000040,40.690081499999998,-73.947914999999995
209,3055,1480.484663000000000,40.688333700000001,-73.950916000000007
210,3056,968.070953400000010,40.690725489999998,-73.951334650000007
211,3060,877.933025400000020,40.694254030000003,-73.946269150000006
212,3062,763.575203300000000,40.695398169999997,-73.949549079999997
213,3063,824.797900300000040,40.695270080000000,-73.952381079999995
214,3064,1513.698480000000000,40.696819630000000,-73.937569260000004
215,3065,846.639506200000030,40.700295109999999,-73.950322830000005
216,3066,978.966237900000010,40.699576080000000,-73.947084169999997
217,3067,895.201938599999950,40.701665700000000,-73.943730299999999
218,3068,1471.452005000000100,40.703172400000000,-73.940635999999998
219,3069,4377.649999999999600,40.704117910000001,-73.948185949999996
220,3070,810.690582999999950,40.705109180000001,-73.944072790000007
221,3071,821.486338800000000,40.705380769999998,-73.949765189999994
222,3072,995.453441300000010,40.705833390000002,-73.946445780000005
223,3073,1066.330606000000000,40.706912539999998,-73.954416670000001
224,3074,1068.440576000000000,40.707677879999999,-73.940161709999998
225,3075,1386.049180000000000,40.707087010000002,-73.957967830000001
226,3077,815.486328100000040,40.708770840000000,-73.950952590000000
227,3078,708.407381099999950,40.709255620000000,-73.959822180000003
228,3080,1424.718292999999900,40.709339999999997,-73.956080000000000
229,3081,1174.828884999999900,40.711863000000001,-73.944023999999999
230,3082,845.757739900000050,40.711673509999997,-73.951413119999998
231,3083,1022.157590000000000,40.712476610000003,-73.941000050000000
232,3084,777.168471700000050,40.713486580000001,-73.947924580000006
233,3085,893.182645200000020,40.714689999999997,-73.957390000000004
234,3086,701.132180700000050,40.715142999999998,-73.944507000000002
235,3087,651.129341299999960,40.714133109999999,-73.952343859999999
236,3088,2085.462603999999800,40.716075099999998,-73.952028999999996
237,3090,631.397439800000030,40.717745919999999,-73.956000959999997
238,3092,845.603499800000010,40.719009499999999,-73.958525150000000
239,3093,623.136239800000000,40.717451689999997,-73.958509390000003
240,3094,832.547445300000050,40.716981099999998,-73.944859179999995
241,3099,736.710059200000050,40.721522399999998,-73.948982659999999
242,3100,716.333058499999990,40.724812559999997,-73.947526220000000
243,3102,692.268528500000000,40.721791340000003,-73.950415399999997
244,3107,761.783900000000020,40.723116509999997,-73.952123240000006
245,3110,635.030973499999960,40.727085840000001,-73.952991170000004
246,3111,727.340996199999950,40.725848300000003,-73.950648930000000
247,3112,807.264363600000020,40.729059999999997,-73.957790000000003
248,3113,765.781269299999960,40.730260000000001,-73.953940000000003
249,3115,1006.247245000000000,40.732321939999999,-73.955085800000006
250,3116,910.398681099999980,40.732660000000003,-73.958259999999996
251,3119,742.220606100000050,40.742327439999997,-73.954117490000002
252,3121,1103.142395000000100,40.745247679999999,-73.947332759999995
253,3122,872.120104399999950,40.744363290000003,-73.955873249999996
254,3123,1561.304965000000000,40.744697379999998,-73.935403750000006
255,3125,776.142559799999960,40.747085859999999,-73.949772339999996
256,3126,957.805170800000040,40.747182340000002,-73.943263500000000
257,3128,1331.327434000000000,40.750525340000003,-73.945948450000003
258,3129,1297.017920000000000,40.751101650000003,-73.940737170000006
259,3131,887.176024299999990,40.767128399999997,-73.962246179999994
260,3132,907.021748399999980,40.763505320000000,-73.971092429999999
261,3134,887.782477299999980,40.763125840000001,-73.965268949999995
262,3135,913.725204400000050,40.771129270000003,-73.957722970000006
263,3138,2297.000000000000000,40.774405459999997,-73.961752649999994
264,3145,1197.159609000000000,40.778626879999997,-73.957720730000005
265,3147,752.521841200000040,40.778012029999999,-73.954071490000004
266,3152,1019.106585000000000,40.768736869999998,-73.961199449999995
267,3155,826.011795099999970,40.764400230000000,-73.966489769999995
268,3158,928.791176500000010,40.771638510000002,-73.982614280000007
269,3159,817.590378200000030,40.774925130000000,-73.982665659999995
270,3160,1369.221281000000100,40.778967840000000,-73.973747369999998
271,3162,1231.937525999999900,40.783399809999999,-73.980931330000004
272,3163,1334.086915000000100,40.773406600000001,-73.977825420000002
273,3164,913.717643899999980,40.777057499999998,-73.978984749999995
274,3165,1379.945181999999900,40.775793770000000,-73.976205739999997
275,3167,879.974984999999950,40.779668090000001,-73.980930450000002
276,3168,1410.071248000000000,40.784726749999997,-73.969617150000005
277,3170,1009.315574000000000,40.784999790000001,-73.972834059999997
278,3171,949.164654599999950,40.785246720000004,-73.976673210000001
279,3172,945.921616699999960,40.778566900000001,-73.977549609999997
280,3175,976.515901099999950,40.777480460000000,-73.982885940000003
281,3177,1168.917263999999900,40.786794700000002,-73.977112000000005
282,3178,1592.604176999999900,40.784144720000000,-73.983624919999997
283,3179,885.442307700000010,40.698616999999999,-73.941342000000006
284,3222,723.312992099999970,40.685159599999999,-73.977113660000001
285,3223,955.643245200000020,40.758996560000000,-73.968653979999999
286,3224,794.044478099999990,40.739973540000001,-74.005138729999999
287,3226,1301.918046999999900,40.782750000000000,-73.971369999999993
288,3230,828.997285100000000,40.751283600000001,-73.996924460000002
289,3231,995.114285699999980,40.767800800000003,-73.965920810000000
290,3232,893.631897200000030,40.689621889999998,-73.983042690000005
291,3233,816.047490300000050,40.757245679999997,-73.978059139999999
292,3235,745.887247300000010,40.752165280000000,-73.979921939999997
293,3237,1701.133787000000000,40.753833430000000,-73.942676779999999
294,3242,959.954618299999990,40.691029260000001,-73.991833630000002
295,3244,692.948359500000040,40.731437239999998,-73.994903420000000
296,3245,197.368421100000010,40.646677900000000,-74.016303420000000
297,3246,906.076398400000020,40.694281140000001,-73.992300330000006
298,3249,1192.256613999999900,40.680356080000003,-73.947679100000002
299,3255,815.036938400000050,40.750585350000001,-73.994684820000003
300,3259,868.138132300000050,40.749370239999998,-73.999233840000002
301,3260,762.095469299999990,40.727063630000004,-73.996621370000000
302,3263,720.634778600000000,40.729236499999999,-73.990868030000001
303,3264,958.033129499999970,40.764210069999997,-73.969104590000001
304,3265,836.039270099999950,40.724563430000003,-73.989443780000002
305,3283,1071.802676000000000,40.788221299999996,-73.970415610000003
306,3284,1231.429637000000000,40.781410700000002,-73.955959080000000
307,3285,1028.874317000000000,40.788390000000000,-73.974699999999999
308,3286,1108.301056999999900,40.780628399999998,-73.952166700000006
309,3287,1400.014686000000000,40.790261000000001,-73.977131000000000
310,3291,1845.407330000000000,40.793371800000003,-73.976851150000002
311,3293,1053.006341999999900,40.792099999999998,-73.973900000000000
312,3295,1363.192107000000100,40.791269999999997,-73.964838999999998
313,3297,1260.149909000000000,40.668662699999999,-73.979880670000000
314,3298,990.341045399999980,40.686371000000001,-73.993833240000001
315,3300,1341.995085999999900,40.665146819999997,-73.976376060000007
316,3301,1028.712088000000000,40.791955700000003,-73.968086999999997
317,3302,1243.800000000000000,40.796934700000001,-73.964341230000002
318,3303,917.827586200000040,40.684989399999999,-73.994403289999994
319,3304,758.270562799999990,40.668126999999998,-73.983776410000004
320,3306,1084.362636999999900,40.666207800000002,-73.981998860000004
321,3307,1568.863415000000000,40.794165399999997,-73.974124000000003
322,3309,889.470695999999980,40.785920099999998,-73.948602940000001
323,3313,1194.520629000000100,40.666318099999998,-73.985461700000002
324,3314,1066.023848999999900,40.793770400000000,-73.971888000000007
325,3316,1114.400685000000100,40.798993699999997,-73.966217380000003
326,3317,1219.185921000000000,40.668627299999997,-73.987000530000003
327,3320,1524.897232999999900,40.793393000000002,-73.963555600000007
328,3322,1437.542146000000000,40.668602999999997,-73.990439400000000
329,3323,1355.839674999999900,40.798185599999996,-73.960590900000000
330,3325,970.113114799999950,40.784903200000002,-73.950502999999998
331,3327,925.798219600000040,40.787721400000002,-73.947283310000003
332,3328,993.284536099999970,40.795000000000002,-73.964500000000001
333,3329,1021.102484000000000,40.682915100000002,-73.993182079999997
334,3331,1759.178339999999900,40.801343400000000,-73.971145739999997
335,3332,1523.333333000000000,40.681990440000000,-73.990790250000003
336,3335,988.167625300000050,40.677274400000002,-73.982820020000005
337,3336,1096.885970000000000,40.787801000000002,-73.953558999999998
338,3341,1412.871660999999900,40.795346000000002,-73.961860000000001
339,3343,1184.426189999999900,40.799756799999997,-73.962112869999999
340,3349,1437.735171000000000,40.672967900000003,-73.970879839999995
341,3350,1341.690110999999900,40.797372099999997,-73.970411920000004
342,3356,854.459793800000060,40.774667100000002,-73.984705669999997
343,3357,1350.896970000000000,40.800836300000000,-73.966449249999997
344,3359,1270.881857000000100,40.769157200000002,-73.967034639999994
345,3360,974.060060099999990,40.782939100000000,-73.978651700000000
346,3363,967.586402300000030,40.790482799999999,-73.950330679999993
347,3364,920.853637199999980,40.675162200000003,-73.981483200000000
348,3366,1316.002210000000100,40.802117400000000,-73.968180529999998
349,3374,1539.154506000000100,40.799484000000000,-73.955613000000000
350,3378,1075.511565999999900,40.773763000000002,-73.962220880000004
351,3379,1015.982954999999900,40.790305099999998,-73.947557570000001
352,3381,1451.189873000000000,40.677728700000003,-73.993641229999994
353,3382,1032.988423000000000,40.680610999999999,-73.994758250000004
354,3383,1458.208963999999900,40.804212999999997,-73.966991039999996
355,3384,861.513227499999970,40.678724199999998,-73.995990989999996
356,3390,2454.923349000000100,40.793296679999997,-73.943208299999995
357,3397,1344.203608000000000,40.676394700000003,-73.998698930000003
358,3398,954.372372400000020,40.674695700000001,-73.997857679999996
359,3399,1053.267857000000000,40.672602980000001,-73.989830019999999
360,3400,1407.179586000000000,40.796153500000003,-73.947821450000006
361,3402,923.629629600000040,40.690237500000002,-73.992030740000004
362,3403,985.595052099999980,40.670513499999998,-73.988765849999993
363,3404,1012.423927000000000,40.670492199999998,-73.985416749999999
364,3409,1001.853437000000000,40.686744300000001,-73.990631680000007
365,3410,1113.077536999999900,40.686444199999997,-73.987591039999998
366,3414,1136.460992999999900,40.680944719999999,-73.975673319999999
367,3415,1029.232303000000000,40.679330700000001,-73.975195229999997
368,3416,1124.108707000000100,40.677614699999999,-73.973242830000004
369,3417,1037.205772999999900,40.679576599999997,-73.978549709999996
370,3418,1249.338526000000000,40.675020699999997,-73.971114729999996
371,3419,985.165137599999980,40.679278799999999,-73.981540039999999
372,3421,797.928921599999970,40.684354900000002,-73.989016289999995
373,3423,1521.463747999999900,40.661063370000001,-73.979452550000005
374,3424,1162.907316999999900,40.791975999999998,-73.945993000000001
375,3427,870.608257999999980,40.724305270000002,-73.996009830000006
376,3428,834.639252800000010,40.740983000000000,-74.001701999999995
377,3429,834.779401000000010,40.685068070000000,-73.977907599999995
378,3431,826.316901400000010,40.746524000000001,-73.977885000000001
379,3432,1461.127273000000100,40.662987000000001,-73.976917999999998
380,3434,577.666666699999950,40.790254169999997,-73.977183400000001
381,3435,748.722222200000030,40.718822000000003,-73.995959999999997
382,3436,547.100000000000020,40.721319000000001,-74.010064999999997
